FECHA,positivos,nue_posi,conf_lab,conf_nexo,muj_posi,hom_posi,extranj_posi,costar_posi,investig_posi,adul_posi,am_posi,menor_posi,eda_ignor_posi,edmin_posi,edmax_posi,promedio_posi,descartados,nue_descar,fallecidos,nue_falleci,muj_fall,hom_fall,emin_fall,emax_fall,promedio_fall,adul_fall,am_fall,menor_fall,hospital,nue_hospi,salon,nue_salon,UCI,nue_UCI,emin_UCI,emax_UCI,promedio_UCI,RECUPERADOS,NUE_RECUP,MUJ_RECUP,HOM_RECUP,ADUL_RECUP,AM_RECUP,MENOR_RECUP,EDA_IGNO_RECUP,PROMEDIO_RECUP,EDMIN_RECUP,EDMAX_RECUP,Muestras,MUEST_NEW,DIA_COVID19,afec_posi,afec_recu,afec_fall,activos,nue_acti,muj_acti,hom_acti,adul_acti,am_acti,menor_acti,eda_igno_acti,edmin_acti,edmax_acti,promedio_acti,letalidad,por_recup,por_activ,transpor,HSJD_UCI,HSJD_SALON,CEACO_UCI,CEACO_SALON,HCG_UCI,HCG_SALON,HMEX_UCI,HMEX_SALON,HNN_UCI,HNN_SALON,HEB_UCI,HEB_SALON,HTF_UCI,HTF_SALON,HLA_UCI,HLA_SALON,HNPSI_UCI,HNPSI_SALON,HSRA_UCI,HSRA_SALON,HDGR_UCI,HDGR_SALON,HDSC_UCI,HDSC_SALON,HUP_UCI,HUP_SALON,HMT_UCI,HMT_SALON,HNEI_UCI,HNEI_SALON,HCHI_UCI ,HCHI_SALON,HMUJ_UCI,HMUJ_SALON,HTUR_UCI,HTUR_SALON,HGOL_UCI,HGOL_SALON,HFEP_UCI,HFEP_SALON,HOSA_UCI,HOSA_SALON,HCAR_UCI,HCAR_SALON,INS_UCI,INS_SALON,HGUA_UCI,HGUA_SALON,HCIMA_UCI,HCIMA_SALON,HBIB_UCI,HBIB_SALON,HRAM_UCI,HRAM_SALON,HMSAN_UCI,HMSAN_SALON,HNGG_UCI,HNGG_SALON,HSVP_UCI,HSVP_SALON,HCAT_UCI,HCAT_SALON,CEACOINS_UCI,CEACOINS_SALON,PAUT_UCI,PAUT_SALON
26/06/2020,2836,152,,,1253,1583,763,2073,0,2186,136,438,76,0,94,34.3,26866,535,12,0,3,9,26,87,65.2,5,7,0,36,7,30,7,6,0,43,78,58.6,1280,53,602,673,1067,57,145,11,35.1,0,92,38500,855,112,79,75,9,1544,99,648,896,1114,72,293,65,0,33,94,0.42,45.13,54.44,,2,3,0,22,3,1,1,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2020,2979,143,,,1313,1666,793,2182,4,2326,140,442,71,0,94,34.3,27613,747,13,1,4,9,26,87,67.9,5,8,0,36,3,31,3,5,-1,43,61,57.2,1325,45,620,705,1102,60,152,11,35.2,0,92,39460,960,113,79,75,10,1641,97,689,952,1219,72,290,60,0,34.1,94,0.44,44.48,55.09,,2,4,0,23,2,1,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2020,3130,151,,,1371,1759,850,2280,0,2428,150,471,81,0,94,34.3,28205,592,15,2,6,9,26,87,67.8,6,9,0,37,4,34,4,3,-2,43,56,58.8,1366,41,637,729,1128,61,166,11,34.9,0,92,40319,859,114,79,75,12,1749,108,728,1021,1294,80,305,70,0,33.3,94,0.48,43.64,55.88,,1,6,0,24,2,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2020,3269,139,,,1425,1844,899,2370,0,2546,159,481,83,0,94,34.4,28757,552,15,0,6,9,26,87,67.8,6,9,0,40,3,36,2,4,1,43,68,56.7,1394,28,646,748,1147,62,174,11,34.8,0,92,41077,758,115,79,75,12,1860,111,773,1087,1393,88,307,72,0,33.5,94,0.46,42.64,56.90,,1,7,0,26,2,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2020,3459,190,,,1503,1956,966,2493,0,2697,167,512,83,0,94,34.4,29161,404,16,1,7,9,26,89,69.2,6,10,0,44,9,39,9,5,1,43,76,56.2,1436,42,663,773,1180,64,181,11,34.7,0,92,41680,603,116,79,75,12,2007,147,833,1174,1511,93,331,72,0,33.9,94,0.46,41.51,58.02,,2,5,0,30,2,1,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,3753,294,,,1624,2129,1085,2668,0,2942,182,540,89,0,96,34.5,29720,559,16,0,7,9,26,89,69.2,6,10,0,44,13,50,11,6,1,38,76,54.3,1516,80,698,818,1231,68,199,18,34.4,0,92,42589,909,117,79,76,12,2221,214,919,1302,1705,104,341,71,0,34.6,96,0.43,40.39,59.18,,1,8,0,39,3,0,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,4023,270,,,1721,2302,1175,2848,0,3162,191,580,90,0,96,34.4,30709,989,17,1,8,9,26,89,69.2,6,11,0,60,10,54,10,6,0,38,76,53.5,1589,73,713,876,1262,68,210,49,34.2,0,92,43865,1276,118,79,76,12,2417,196,1000,1417,1894,112,370,41,0,34.3,96,0.42,39.50,60.08,,1,5,0,43,3,0,2,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2020,4311,288,,,1846,2465,1250,3061,0,3398,207,616,90,0,96,34.5,31354,645,18,1,9,9,26,89,67.5,7,11,0,73,13,63,14,10,4,40,76,54.7,1657,68,752,905,1312,72,224,49,34.3,0,94,44917,1052,119,79,76,12,2636,219,1085,1551,2079,124,392,41,0,34.5,96,0.42,38.44,61.15,,3,4,0,52,5,3,2,1,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2020,4621,310,,,1946,2675,1346,3275,0,3652,220,662,87,0,96,34.4,32042,688,18,0,9,9,26,89,67.5,7,11,0,73,10,63,10,10,0,40,76,55.1,1721,64,779,942,1356,75,241,49,34.3,0,94,45945,1028,120,79,77,12,2882,246,1158,1724,2289,134,421,38,0,34.3,96,0.39,37.24,62.37,,3,5,0,50,5,0,2,4,0,0,0,2,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2020,4996,375,,,2116,2880,1453,3543,0,3946,233,730,87,0,96,34.3,32864,822,19,1,9,10,26,89,67.5,8,11,0,77,12,67,12,10,0,40,76,57.6,1745,24,792,953,1374,76,246,49,34.3,0,94,47160,1215,121,79,77,12,3232,350,1315,1917,2564,146,484,38,0,34.3,96,0.38,34.93,64.69,,3,8,0,52,5,1,2,4,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,5241,245,,,2230,3011,1536,3705,0,4142,245,765,89,0,96,34.3,33619,755,23,4,10,13,26,92,63.3,10,13,0,88,11,79,14,9,-1,40,76,56,1766,21,801,965,1388,76,252,50,34.2,0,94,48487,1021,122,79,77,15,3452,220,1419,2033,2744,156,513,39,0,34.2,96,0.44,33.70,65.87,,3,11,0,60,4,1,2,4,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,5486,245,,,2339,3147,1603,3883,0,4351,262,784,89,0,96,34.5,34596,977,23,0,10,13,26,92,63.3,10,13,0,107,19,96,12,11,2,40,76,55.9,1810,44,822,988,1426,78,255,51,34.2,0,94,49717,1230,123,79,78,15,3653,201,1507,2146,2915,171,529,38,0,34.5,96,0.42,32.99,66.59,,4,15,0,71,4,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2020,5836,350,,,2476,3360,1706,4130,0,4661,276,807,92,0,96,34.7,35374,778,24,1,10,14,26,92,67.1,11,13,0,113,6,102,11,11,0,49,76,51.9,1929,119,871,1058,1517,81,278,53,34.1,0,94,50852,1135,124,79,79,15,3883,230,1595,2288,3133,182,529,39,0,34.9,96,0.41,33.05,66.54,,4,19,0,73,5,1,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2020,6485,649,,,2769,3716,1888,4597,0,5214,306,873,92,0,96,34.9,36475,1101,25,1,10,15,26,92,67.6,11,14,0,120,7,106,14,14,3,43,82,55.6,2023,94,908,1115,1585,85,299,54,34,0,95,52775,1923,125,79,79,16,4437,554,1851,2586,3618,207,574,38,0,34.9,96,0.39,31.20,68.42,,7,24,0,73,5,0,2,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2020,6845,360,,,2936,3909,1982,4863,0,5522,319,917,87,0,96,35,37482,1007,26,1,11,15,26,92,68.5,11,15,0,128,8,111,5,17,3,43,78,55,2110,87,941,1169,1643,90,319,58,33.9,0,94,54191,1416,126,80,79,17,4709,272,1984,2725,3868,214,598,29,0,35.3,96,0.38,30.83,68.79,,8,30,0,64,5,0,4,11,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2020,7231,386,,,3105,4126,2122,5109,0,5846,342,953,90,0,96,35.1,38691,1092,28,2,12,16,26,92,66.5,13,15,0,132,11,110,5,22,5,24,82,55.2,2220,110,988,1232,1730,96,335,59,33.9,0,94,55982,1791,127,80,79,18,4983,274,2105,2878,4103,231,618,31,0,35.4,96,0.39,30.70,68.91,,12,25,0,67,5,0,4,12,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020,7596,365,,,3273,4323,2243,5353,0,6153,359,995,89,0,96,35.2,40118,1427,30,2,12,18,26,92,65.3,15,15,0,140,18,113,15,27,5,0,82,54.5,2239,19,994,1245,1746,97,336,60,33.9,0,94,57745,1763,128,80,79,18,5327,344,2267,3060,4392,247,659,29,0,35.5,96,0.39,29.48,70.13,,12,27,0,66,8,0,4,14,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,8036,440,,,3458,4578,2370,5666,0,6522,391,1033,90,0,96,35.3,41529,1549,31,1,12,19,26,92,64.6,16,15,0,161,23,131,18,30,3,0,82,54.3,2304,65,1018,1286,1795,104,345,60,34,0,94,59749,2004,129,80,79,18,5701,374,2428,3273,4711,272,688,30,0,35.6,96,0.39,28.67,70.94,,12,22,0,82,9,0,6,18,2,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2020,8482,446,,,3661,4821,2517,5965,0,6882,427,1080,93,0,99,35.5,42518,989,36,5,15,21,26,94,64.7,17,19,0,171,32,144,31,27,-3,0,82,55.7,2441,137,1081,1360,1888,111,379,63,33.9,0,94,61216,1467,130,81,79,19,6005,304,2565,3440,4977,297,701,30,0,35.9,99,0.42,28.78,70.80,,12,27,0,81,7,7,6,17,2,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2020,8986,504,,,3886,5100,2661,6325,0,7290,447,1155,94,0,99,35.5,43348,830,40,4,16,24,26,94,65.4,18,22,0,188,29,157,28,31,4,0,78,54.4,2551,110,1126,1425,1985,115,388,63,33.9,0,94,62558,1342,131,81,79,19,6395,390,2743,3652,5286,311,767,31,0,35.9,99,0.45,28.39,71.17,,12,38,0,79,10,8,6,17,2,5,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2020,9546,560,,,4126,5420,2796,6750,0,7766,483,1200,97,0,99,35.7,44350,1002,42,2,17,25,26,94,66,19,23,0,207,39,172,34,35,4,0,78,55.8,2673,122,1174,1499,2088,120,402,63,34,0,94,64150,1592,132,81,79,21,6831,436,2935,3896,5659,340,798,34,0,35.5,99,0.44,28.00,71.56,,14,53,0,74,10,13,7,17,2,4,2,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2020,9969,423,,,4324,5643,2920,7049,0,8111,512,1246,100,0,99,35.7,45495,1145,47,5,19,28,23,94,65.8,22,25,0,211,19,173,17,38,3,6,83,56.5,2818,145,1235,1583,2204,123,427,64,34.1,0,94,65819,1669,133,81,79,23,7104,273,3072,4032,5886,363,819,36,0,36.2,99,0.47,28.27,71.26,,16,52,0,78,9,13,9,18,1,5,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2020,10551,582,,,4606,5945,3075,7476,0,8583,551,1315,102,0,99,35.9,46029,534,54,7,22,32,23,94,66.1,24,30,0,225,36,184,31,41,5,38,78,56,2902,84,1269,1633,2270,126,442,64,34,0,94,67077,1258,134,81,79,26,7595,491,3315,4280,6289,395,873,38,0,36.3,99,0.51,27.50,71.98,,12,53,0,77,15,11,11,26,0,7,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2020,11114,563,,,4856,6258,3210,7904,0,9041,590,1377,106,0,99,35.9,46990,961,62,8,25,37,23,94,64.6,29,33,0,241,32,197,31,44,3,38,83,56.8,2966,64,1298,1668,2319,130,453,64,34,0,94,68755,1678,135,81,79,26,8086,491,3533,4553,6693,427,924,42,0,36.3,99,0.56,26.69,72.76,,11,62,0,79,20,10,10,30,0,7,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2020,11534,420,,,5060,6474,3346,8188,0,9382,628,1417,107,0,99,35.9,47687,697,66,4,26,40,23,94,65.2,30,36,0,259,22,212,31,47,3,35,83,56.7,3019,53,1320,1699,2360,134,461,64,34,0,96,69947,1192,136,81,79,27,8449,363,3714,4735,6992,458,956,43,0,36.4,99,0.57,26.17,73.25,,12,53,0,79,22,19,10,43,0,7,3,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
